анулираща	a n u l i r a ʃ t ə
анулиращата	a n u l i r a ʃ t a t ə
анулиращи	a n u l i r a ʃ t i
анулиращите	a n u l i r a ʃ t i t ɛ
анулиращия	a n u l i r a ʃ t i j a
анулиращият	a n u l i r a ʃ t i j a t
анулиращо	a n u l i r a ʃ t o
анулиращото	a n u l i r a ʃ t o t o
апатия	a p a t i j a
апетит	a p ɛ t i t
апетитен	a p ɛ t i t ɛ n
аплодира	a p ɫ o d i r ə
аплодирай	a p ɫ o d i r a j
аплодирайки	a p ɫ o d i r a j k i
аплодирайте	a p ɫ o d i r a j t ɛ
аплодирал	a p ɫ o d i r a ɫ
аплодирала	a p ɫ o d i r a ɫ ə
аплодиралата	a p ɫ o d i r a ɫ a t ə
аплодирали	a p ɫ o d i r a l i
аплодиралите	a p ɫ o d i r a l i t ɛ
аплодиралия	a p ɫ o d i r a l i j a
аплодиралият	a p ɫ o d i r a l i j a t
аплодирало	a p ɫ o d i r a ɫ o
аплодиралото	a p ɫ o d i r a ɫ o t o
аплодирам	a p ɫ o d i r ə m
аплодираме	a p ɫ o d i r ə m ɛ
аплодиран	a p ɫ o d i r a n
аплодирана	a p ɫ o d i r a n ə
аплодираната	a p ɫ o d i r a n a t ə
аплодиране	a p ɫ o d i r a n ɛ
аплодиранета	a p ɫ o d i r a n ɛ t ə
аплодиранетата	a p ɫ o d i r a n ɛ t a t ə
аплодирането	a p ɫ o d i r a n ɛ t o
аплодирани	a p ɫ o d i r a n i
аплодираните	a p ɫ o d i r a n i t ɛ
аплодирания	a p ɫ o d i r a n i j a
аплодираният	a p ɫ o d i r a n i j a t
аплодиранията	a p ɫ o d i r a n i j a t ə
аплодирано	a p ɫ o d i r a n o
аплодираното	a p ɫ o d i r a n o t o
аплодират	a p ɫ o d i r a t
аплодирате	a p ɫ o d i r a t ɛ
аплодирах	a p ɫ o d i r a x
аплодираха	a p ɫ o d i r a x ə
аплодирахме	a p ɫ o d i r a x m ɛ
аплодирахте	a p ɫ o d i r a x t ɛ
аплодираш	a p ɫ o d i r a ʃ
аплодираше	a p ɫ o d i r a ʃ ɛ
аплодиращ	a p ɫ o d i r a ʃ t
аплодираща	a p ɫ o d i r a ʃ t ə
аплодиращата	a p ɫ o d i r a ʃ t a t ə
аплодиращи	a p ɫ o d i r a ʃ t i
аплодиращите	a p ɫ o d i r a ʃ t i t ɛ
аплодиращия	a p ɫ o d i r a ʃ t i j a
аплодиращият	a p ɫ o d i r a ʃ t i j a t
аплодиращо	a p ɫ o d i r a ʃ t o
аплодиращото	a p ɫ o d i r a ʃ t o t o
апостроф	a p o s t r o f
арап	a r a p
арапин	a r a p i n
арапка	a r a p k ə
арбитър	a r b i t ə r
арбитърка	a r b i t ə r k ə
аргатка	a r ɡ a t k ə
арест	a r ɛ s t
арестувай	a r ɛ s t u v a j
арестувайки	a r ɛ s t u v a j k i
арестувайте	a r ɛ s t u v a j t ɛ
арестувал	a r ɛ s t u v a ɫ
арестувала	a r ɛ s t u v a ɫ ə
арестувалата	a r ɛ s t u v a ɫ a t ə
арестували	a r ɛ s t u v a l i
арестувалите	a r ɛ s t u v a l i t ɛ
арестувалия	a r ɛ s t u v a l i j a
арестувалият	a r ɛ s t u v a l i j a t
арестувало	a r ɛ s t u v a ɫ o
арестувалото	a r ɛ s t u v a ɫ o t o
арестувам	a r ɛ s t u v a m
арестуваме	a r ɛ s t u v a m ɛ
арестуван	a r ɛ s t u v a n
арестувана	a r ɛ s t u v a n ə
арестуваната	a r ɛ s t u v a n a t ə
арестуване	a r ɛ s t u v a n ɛ
арестуванета	a r ɛ s t u v a n ɛ t ə
арестуванетата	a r ɛ s t u v a n ɛ t a t ə
арестуването	a r ɛ s t u v a n ɛ t o
арестувани	a r ɛ s t u v a n i
арестуваните	a r ɛ s t u v a n i t ɛ
арестувания	a r ɛ s t u v a n i j a
арестуваният	a r ɛ s t u v a n i j a t
арестуванията	a r ɛ s t u v a n i j a t ə
арестувано	a r ɛ s t u v a n o
арестуваното	a r ɛ s t u v a n o t o
арестуват	a r ɛ s t u v a t
арестувате	a r ɛ s t u v a t ɛ
арестуваш	a r ɛ s t u v a ʃ
арестуваше	a r ɛ s t u v a ʃ ɛ
арестуващ	a r ɛ s t u v a ʃ t
арестуваща	a r ɛ s t u v a ʃ t ə
арестуващата	a r ɛ s t u v a ʃ t a t ə
арестуващи	a r ɛ s t u v a ʃ t i
арестуващите	a r ɛ s t u v a ʃ t i t ɛ
арестуващия	a r ɛ s t u v a ʃ t i j a
арестуващият	a r ɛ s t u v a ʃ t i j a t
арестуващо	a r ɛ s t u v a ʃ t o
арестуващото	a r ɛ s t u v a ʃ t o t o
ариец	a r i ɛ ts
аристокрация	a r i s t o k r a ts i j a
арменец	a r m ɛ n ɛ ts
арменски	a r m ɛ n s k i
арнаут	a r n ə u t
арнаутин	a r n ə u t i n
арнаутка	a r n ə u t k ə
арогантен	a r o ɡ a n t ɛ n
арогантност	a r o ɡ a n t n o s t
арсенал	a r s ɛ n a l
артикул	a r t i k u l
артилерия	a r t i l ɛ r i j a
архаизъм	a r x ə i z a m
асириец	a s i r i ɛ ts
астролог	a s t r o l o k
астроложка	a s t r o l o ʃ k ə
атавизъм	a t ə v i z a m
атинянин	a t i n j a n i n
афала	a f a ɫ ə
афоризъм	a f o r i z a m
бавничък	b a v n i tʃ ə k
бадакам	b a d a k ə m
бакалавър	b ə k a l a v a r
бакалавърка	b ə k a l a v a r k ə
бактериен	b ə k t ɛ r i ɛ n
бактериолог	b ə k t ɛ r i o l o k
бактериоложка	b ə k t ɛ r i o l o ʃ k ə
бакшиш	b ə k ʃ i ʃ
барометър	b a r o m ɛ t ə r
бастун	b ə s t u n
бахрейн	b a x r ɛ j n
бдение	b d ɛ n i ɛ
беглец	b ɛ ɡ l ɛ ts
бегълка	b ɛ ɡ a l k a
бедничък	b ɛ d n i tʃ ə k
бедняк	b ɛ d n j a k
беднячка	b ɛ d n j a tʃ k ə
бежанец	b ɛ ʒ ə n ɛ ts
безавариен	b ɛ z a v a r i ɛ n
безбрачие	b ɛ z b r a tʃ i ɛ
безброен	b ɛ z b r o ɛ n
безверен	b ɛ z v ɛ r ɛ n
безгрижие	b ɛ z ɡ r i ʒ i ɛ
бездеен	b ɛ z d ɛ ɛ n
безделничат	b ɛ z d ɛ ɫ n i tʃ a t
безделничейки	b ɛ z d ɛ ɫ n i tʃ ɛ j k i
безделничел	b ɛ z d ɛ ɫ n i tʃ ɛ ɫ
безделничела	b ɛ z d ɛ ɫ n i tʃ ɛ ɫ ə
безделничели	b ɛ z d ɛ ɫ n i tʃ ɛ l i
безделничело	b ɛ z d ɛ ɫ n i tʃ ɛ ɫ o
безделничене	b ɛ z d ɛ ɫ n i tʃ ɛ n ɛ
безделниченета	b ɛ z d ɛ ɫ n i tʃ ɛ n ɛ t ə
безделниченетата	b ɛ z d ɛ ɫ n i tʃ ɛ n ɛ t a t ə
безделниченето	b ɛ z d ɛ ɫ n i tʃ ɛ n ɛ t o
безделничения	b ɛ z d ɛ ɫ n i tʃ ɛ n i j a
безделниченията	b ɛ z d ɛ ɫ n i tʃ ɛ n i j a t ə
безделничете	b ɛ z d ɛ ɫ n i tʃ ɛ t ɛ
безделничех	b ɛ z d ɛ ɫ n i tʃ ɛ x
безделничеха	b ɛ z d ɛ ɫ n i tʃ ɛ x ə
безделничехме	b ɛ z d ɛ ɫ n i tʃ ɛ x m ɛ
безделничехте	b ɛ z d ɛ ɫ n i tʃ ɛ x t ɛ
безделничеше	b ɛ z d ɛ ɫ n i tʃ ɛ ʃ ɛ
безделничещ	b ɛ z d ɛ ɫ n i tʃ ɛ ʃ t
безделничеща	b ɛ z d ɛ ɫ n i tʃ ɛ ʃ t ə
безделничещата	b ɛ z d ɛ ɫ n i tʃ ɛ ʃ t a t ə
безделничещи	b ɛ z d ɛ ɫ n i tʃ ɛ ʃ t i
безделничещите	b ɛ z d ɛ ɫ n i tʃ ɛ ʃ t i t ɛ
безделничещия	b ɛ z d ɛ ɫ n i tʃ ɛ ʃ t i j a
безделничещият	b ɛ z d ɛ ɫ n i tʃ ɛ ʃ t i j a t
безделничещо	b ɛ z d ɛ ɫ n i tʃ ɛ ʃ t o
безделничещото	b ɛ z d ɛ ɫ n i tʃ ɛ ʃ t o t o
безделничил	b ɛ z d ɛ ɫ n i tʃ i ɫ
безделничила	b ɛ z d ɛ ɫ n i tʃ i ɫ ə
безделничилата	b ɛ z d ɛ ɫ n i tʃ i ɫ a t ə
безделничили	b ɛ z d ɛ ɫ n i tʃ i l i
безделничилите	b ɛ z d ɛ ɫ n i tʃ i l i t ɛ
безделничилия	b ɛ z d ɛ ɫ n i tʃ i l i j a
безделничилият	b ɛ z d ɛ ɫ n i tʃ i l i j a t
безделничило	b ɛ z d ɛ ɫ n i tʃ i ɫ o
безделничилото	b ɛ z d ɛ ɫ n i tʃ i ɫ o t o
безделничим	b ɛ z d ɛ ɫ n i tʃ i m
безделничите	b ɛ z d ɛ ɫ n i tʃ i t ɛ
безделничих	b ɛ z d ɛ ɫ n i tʃ i x
безделничиха	b ɛ z d ɛ ɫ n i tʃ i x ə
безделничихме	b ɛ z d ɛ ɫ n i tʃ i x m ɛ
безделничихте	b ɛ z d ɛ ɫ n i tʃ i x t ɛ
безделничиш	b ɛ z d ɛ ɫ n i tʃ i ʃ
безидеен	b ɛ z i d ɛ ɛ n
безкраен	b ɛ s k r a ɛ n
безстрашен	b ɛ s t r a ʃ ɛ n
белгиец	b ɛ l ɡ i ɛ ts
белогвардеец	b ɛ l o ɡ v a r d ɛ ɛ ts
белогвардейка	b ɛ l o ɡ v a r d ɛ i k ə
бензин	b ɛ n z i n
берат	b ɛ r a t
бере	b ɛ r ɛ
берейки	b ɛ r ɛ j k i
берели	b ɛ r ɛ l i
берем	b ɛ r ɛ m
берете	b ɛ r ɛ t ɛ
береш	b ɛ r ɛ ʃ
береше	b ɛ r ɛ ʃ ɛ
бери	b ɛ r i
берял	b ɛ r j a ɫ
беряла	b ɛ r j a ɫ ə
беряло	b ɛ r j a ɫ o
берях	b ɛ r j a x
беряха	b ɛ r j a x ə
беряхме	b ɛ r j a x m ɛ
беряхте	b ɛ r j a x t ɛ
берящ	b ɛ r j a ʃ t
беряща	b ɛ r j a ʃ t ə
берящата	b ɛ r j a ʃ t a t ə
берящи	b ɛ r j a ʃ t i
берящите	b ɛ r j a ʃ t i t ɛ
берящия	b ɛ r j a ʃ t i j a
берящият	b ɛ r j a ʃ t i j a t
берящо	b ɛ r j a ʃ t o
берящото	b ɛ r j a ʃ t o t o
бесейки	b ɛ s ɛ j k i
бесел	b ɛ s ɛ ɫ
бесела	b ɛ s ɛ ɫ ə
бесели	b ɛ s ɛ l i
бесело	b ɛ s ɛ ɫ o
бесен	b ɛ s ɛ n
бесена	b ɛ s ɛ n ə
бесената	b ɛ s ɛ n a t ə
бесене	b ɛ s ɛ n ɛ
бесенета	b ɛ s ɛ n ɛ t ə
бесенетата	b ɛ s ɛ n ɛ t a t ə
бесенето	b ɛ s ɛ n ɛ t o
бесени	b ɛ s ɛ n i
бесените	b ɛ s ɛ n i t ɛ
бесения	b ɛ s ɛ n i j a
бесеният	b ɛ s ɛ n i j a t
бесенията	b ɛ s ɛ n i j a t ə
бесено	b ɛ s ɛ n o
бесеното	b ɛ s ɛ n o t o
бесете	b ɛ s ɛ t ɛ
бесех	b ɛ s ɛ x
бесеха	b ɛ s ɛ x ə
бесехме	b ɛ s ɛ x m ɛ
бесехте	b ɛ s ɛ x t ɛ
бесеше	b ɛ s ɛ ʃ ɛ
бесещ	b ɛ s ɛ ʃ t
бесеща	b ɛ s ɛ ʃ t ə
бесещата	b ɛ s ɛ ʃ t a t ə
бесещи	b ɛ s ɛ ʃ t i
бесещите	b ɛ s ɛ ʃ t i t ɛ
бесещия	b ɛ s ɛ ʃ t i j a
бесещият	b ɛ s ɛ ʃ t i j a t
бесещо	b ɛ s ɛ ʃ t o
бесещото	b ɛ s ɛ ʃ t o t o
бесил	b ɛ s i ɫ
бесила	b ɛ s i ɫ ə
бесилата	b ɛ s i ɫ a t ə
бесили	b ɛ s i l i
бесилите	b ɛ s i l i t ɛ
бесилия	b ɛ s i l i j a
бесилият	b ɛ s i l i j a t
бесило	b ɛ s i ɫ o
бесилото	b ɛ s i ɫ o t o
бесим	b ɛ s i m
бесите	b ɛ s i t ɛ
бесих	b ɛ s i x
бесиха	b ɛ s i x ə
бесихме	b ɛ s i x m ɛ
бесихте	b ɛ s i x t ɛ
бесиш	b ɛ s i ʃ
бесят	b ɛ s j a t
бивол	b i v o l
бие	b i ɛ
биейки	b i ɛ j k i
биел	b i ɛ ɫ
биела	b i ɛ ɫ ə
биели	b i ɛ l i
биело	b i ɛ ɫ o
бием	b i ɛ m
биене	b i ɛ n ɛ
биенета	b i ɛ n ɛ t ə
биенетата	b i ɛ n ɛ t a t ə
биенето	b i ɛ n ɛ t o
биения	b i ɛ n i j a
биенията	b i ɛ n i j a t ə
биете	b i ɛ t ɛ
биех	b i ɛ x
биеха	b i ɛ x ə
биехме	b i ɛ x m ɛ
биехте	b i ɛ x t ɛ
биеш	b i ɛ ʃ
биеше	b i ɛ ʃ ɛ
биещ	b i ɛ ʃ t
биеща	b i ɛ ʃ t ə
биещата	b i ɛ ʃ t a t ə
биещи	b i ɛ ʃ t i
биещите	b i ɛ ʃ t i t ɛ
биещия	b i ɛ ʃ t i j a
биещият	b i ɛ ʃ t i j a t
биещо	b i ɛ ʃ t o
биещото	b i ɛ ʃ t o t o
бий	b i j
бийте	b i j t ɛ
бинокъл	b i n o k a l
биокомпютър	b i o k o n p j u t ə r
бит	b i t
бита	b i t ə
битата	b i t a t ə
битите	b i t i t ɛ
бития	b i t i j a
битият	b i t i j a t
битка	b i t k ə
бито	b i t o
битото	b i t o t o
бият	b i j a t
благоразумен	b l ə ɡ o r a z u m ɛ n
благоразумие	b l ə ɡ o r a z u m i ɛ
благославя	b ɫ ə ɡ o s ɫ a v j a
благославяй	b ɫ ə ɡ o s ɫ a v j a j
благославяйки	b ɫ ə ɡ o s ɫ a v j a j k i
благославяйте	b ɫ ə ɡ o s ɫ a v j a j t ɛ
благославял	b ɫ ə ɡ o s ɫ a v j a ɫ
благославяла	b ɫ ə ɡ o s ɫ a v j a ɫ ə
благославялата	b ɫ ə ɡ o s ɫ a v j a ɫ a t ə
благославяли	b ɫ ə ɡ o s ɫ a v j a l i
благославялите	b ɫ ə ɡ o s ɫ a v j a l i t ɛ
благославялия	b ɫ ə ɡ o s ɫ a v j a l i j a
благославялият	b ɫ ə ɡ o s ɫ a v j a l i j a t
благославяло	b ɫ ə ɡ o s ɫ a v j a ɫ o
благославялото	b ɫ ə ɡ o s ɫ a v j a ɫ o t o
благославям	b ɫ ə ɡ o s ɫ a v j a m
благославяме	b ɫ ə ɡ o s ɫ a v j a m ɛ
благославян	b ɫ ə ɡ o s ɫ a v j a n
благославяна	b ɫ ə ɡ o s ɫ a v j a n ə
благославяната	b ɫ ə ɡ o s ɫ a v j a n a t ə
благославяне	b ɫ ə ɡ o s ɫ a v j a n ɛ
благославянета	b ɫ ə ɡ o s ɫ a v j a n ɛ t ə
благославянетата	b ɫ ə ɡ o s ɫ a v j a n ɛ t a t ə
благославянето	b ɫ ə ɡ o s ɫ a v j a n ɛ t o
благославяни	b ɫ ə ɡ o s ɫ a v j a n i
благославяните	b ɫ ə ɡ o s ɫ a v j a n i t ɛ
благославяния	b ɫ ə ɡ o s ɫ a v j a n i j a
благославяният	b ɫ ə ɡ o s ɫ a v j a n i j a t
благославянията	b ɫ ə ɡ o s ɫ a v j a n i j a t ə
благославяно	b ɫ ə ɡ o s ɫ a v j a n o
благославяното	b ɫ ə ɡ o s ɫ a v j a n o t o
благославят	b ɫ ə ɡ o s ɫ a v j a t
благославяте	b ɫ ə ɡ o s ɫ a v j a t ɛ
благославях	b ɫ ə ɡ o s ɫ a v j a x
благославяха	b ɫ ə ɡ o s ɫ a v j a x ə
благославяхме	b ɫ ə ɡ o s ɫ a v j a x m ɛ
благославяхте	b ɫ ə ɡ o s ɫ a v j a x t ɛ
благославяш	b ɫ ə ɡ o s ɫ a v j a ʃ
благославяше	b ɫ ə ɡ o s ɫ a v j a ʃ ɛ
благославящ	b ɫ ə ɡ o s ɫ a v j a ʃ t
благославяща	b ɫ ə ɡ o s ɫ a v j a ʃ t ə
